Successfully processed folder: BritishRoyalFamily(visible, animal, mutual elements, USAEnglish, English), testid: 0
Skipping already processed folder: Jade Rabbit(invisible, animal, metaphor, East Asia, English)
Skipping already processed folder: 猴子捞月(visible, animal, metaphor, East Asia, Chinese)
Skipping already processed folder: 蚕丝(invisible, animal, relation, East Asia, Chinese)
Skipping already processed folder: SunWukong(visible, animal, metaphor, East Asia, English)
Skipping already processed folder: predation(visible, animal, relation, NA, English)
Skipping already processed folder: Russia(invisible, animal, mutual elements, Non-English European, English)
Skipping already processed folder: Corrida de toros(visible, animal, relation, Non-English European, Spanish)
Skipping already processed folder: Símbolo de paz(visible, animal, metaphor, Non-English European, Spanish)
Skipping already processed folder: Два медведя в одной берлоге не живут(invisible, animal, metaphor, Non-English European, Russian)
Skipping already processed folder: Ha безрыбье и рак рыба(invisible, animal, metaphor, Non-English European, Russian)
Skipping already processed folder: Bee and honeycomb(visible, animal, relation, NA, English)
Skipping already processed folder: nest(invisible, animal, relation, NA, English)
Skipping already processed folder: curve(visible, STEM, mutual elements, NA, English)
Skipping already processed folder: irrational number(visible, STEM, mutual elements, NA, English)
Skipping already processed folder: Golden Ratio(invisible, STEM, mutual elements, Non-English European, English)
Skipping already processed folder: Abanico flamenco(invisible, STEM, relation, Non-English European, Spanish)
Skipping already processed folder: Cryptography(invisible, STEM, relation, NA, English)
Skipping already processed folder: Ellipsoid(visible, STEM, mutual elements, USAEnglish, English)
Skipping already processed folder: Calculus(visible, STEM, metaphor, NA, English)
Skipping already processed folder: Jamón Ibérico(visible, food, relation, Non-English European, Spanish)
Skipping already processed folder: Paella de Mariscos(invisible, food, metaphor, Non-English European, Spanish)
Skipping already processed folder: Pasta con Gambas Rojas del Mediterráneo(visible, food, metaphor, Non-English European, Spanish)
Skipping already processed folder: Tomahawk Steak(visible, food, relation, NA, English)
Skipping already processed folder: Peking Duck(invisible, food, mutual elements, East Asia, English)
Skipping already processed folder: 汤圆(invisible, food, mutual elements, East Asia, Chinese)
Skipping already processed folder: Egg(visible, food, relation, NA, English)
Skipping already processed folder: 清水煮白菜(invisible, food, metaphor, East Asia, Chinese)
Skipping already processed folder: Hamburger(visible, food, mutual elements, USAEnglish, English)
Skipping already processed folder: Fish and Chips(visible, food, mutual elements, USAEnglish, English)
Skipping already processed folder: breakfast(visible, food, mutual elements, NA, English)
Skipping already processed folder: Flying Roti(invisible, food, relation, South Asia and South-East Asia, English)
Skipping already processed folder: España(invisible, country, metaphor, Non-English European, Spanish)
Skipping already processed folder: El Imperio Romano(visible, country, mutual elements, Non-English European, Spanish)
Skipping already processed folder: Россия(visible, country, mutual elements, Non-English European, Russian)
Skipping already processed folder: Ameirica(invisible, country, mutual elements, USAEnglish, English)
Skipping already processed folder: Canada(invisible, country, mutual elements, USAEnglish, English)
Skipping already processed folder: Korea(invisible, country, mutual elements, East Asia, English)
Skipping already processed folder: Япония(invisible, country, metaphor, East Asia, Russian)
Skipping already processed folder: Italy(invisible, country, mutual elements, Non-English European, English)
Skipping already processed folder: Netherlands(invisible, country, mutual elements, Non-English European, English)
Skipping already processed folder: Los Angeles(invisible, city, mutual elements, USAEnglish, English)
Skipping already processed folder: New York(invisible, city, mutual elements, NA, English)
Skipping already processed folder: Beijing(invisible, city, metaphor, East Asia, English)
Skipping already processed folder: Paris(invisible, city, mutual elements, Non-English European, English)
Skipping already processed folder: Singapore(invisible, city, mutual elements, NA, English)
Skipping already processed folder: Egypt(invisible, country, metaphor, other, English)
Skipping already processed folder: Urban Transportation(invisible, city, mutual elements, NA, English)
Skipping already processed folder: Urban Landmarks(invisible, city, mutual elements, NA, English)
Skipping already processed folder: City Nightlife(invisible, city, mutual elements, NA, English)
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/djt/internlm-xcomposer2d5-7b_multi_results.json
Skipping already processed folder: BritishRoyalFamily(visible, animal, mutual elements, USAEnglish, English)
Skipping already processed folder: Countryside Tales (visible, animal, metaphor, USAEnglish, English)
Skipping already processed folder: Pub(invisible, animal, mutual elements, USAEnglish, English)
Skipping already processed folder: Christmas(invisible, animal, mutual elements, USAEnglish, English)
Skipping already processed folder: Royal Pets(visible, animal, metaphor, USAEnglish, English)
Skipping already processed folder: Royal Ascot(invisible, animal, mutual elements, USAEnglish, English)
Skipping already processed folder: Frog(invisible, animal, relation, NA, English)
Skipping already processed folder: dragon robe(invisible, animal, relation, East Asia, English)
Skipping already processed folder: Jade Rabbit(invisible, animal, metaphor, East Asia, English)
Skipping already processed folder: 猴子捞月(visible, animal, metaphor, East Asia, Chinese)
Skipping already processed folder: 蚕丝(invisible, animal, relation, East Asia, Chinese)
Skipping already processed folder: SunWukong(visible, animal, metaphor, East Asia, English)
Skipping already processed folder: predation(visible, animal, relation, NA, English)
Skipping already processed folder: Russia(invisible, animal, mutual elements, Non-English European, English)
Skipping already processed folder: Corrida de toros(visible, animal, relation, Non-English European, Spanish)
Skipping already processed folder: Símbolo de paz(visible, animal, metaphor, Non-English European, Spanish)
Skipping already processed folder: Два медведя в одной берлоге не живут(invisible, animal, metaphor, Non-English European, Russian)
Skipping already processed folder: Ha безрыбье и рак рыба(invisible, animal, metaphor, Non-English European, Russian)
Skipping already processed folder: Bee and honeycomb(visible, animal, relation, NA, English)
Skipping already processed folder: nest(invisible, animal, relation, NA, English)
Skipping already processed folder: curve(visible, STEM, mutual elements, NA, English)
Skipping already processed folder: irrational number(visible, STEM, mutual elements, NA, English)
Skipping already processed folder: Golden Ratio(invisible, STEM, mutual elements, Non-English European, English)
Skipping already processed folder: Abanico flamenco(invisible, STEM, relation, Non-English European, Spanish)
Skipping already processed folder: Cryptography(invisible, STEM, relation, NA, English)
Skipping already processed folder: Ellipsoid(visible, STEM, mutual elements, USAEnglish, English)
Skipping already processed folder: Calculus(visible, STEM, metaphor, NA, English)
Skipping already processed folder: Jamón Ibérico(visible, food, relation, Non-English European, Spanish)
Skipping already processed folder: Paella de Mariscos(invisible, food, metaphor, Non-English European, Spanish)
Skipping already processed folder: Pasta con Gambas Rojas del Mediterráneo(visible, food, metaphor, Non-English European, Spanish)
Skipping already processed folder: Tomahawk Steak(visible, food, relation, NA, English)
Skipping already processed folder: Peking Duck(invisible, food, mutual elements, East Asia, English)
Skipping already processed folder: 汤圆(invisible, food, mutual elements, East Asia, Chinese)
Skipping already processed folder: Egg(visible, food, relation, NA, English)
Skipping already processed folder: 清水煮白菜(invisible, food, metaphor, East Asia, Chinese)
Skipping already processed folder: Hamburger(visible, food, mutual elements, USAEnglish, English)
Skipping already processed folder: Fish and Chips(visible, food, mutual elements, USAEnglish, English)
Skipping already processed folder: breakfast(visible, food, mutual elements, NA, English)
Skipping already processed folder: Flying Roti(invisible, food, relation, South Asia and South-East Asia, English)
Skipping already processed folder: España(invisible, country, metaphor, Non-English European, Spanish)
Skipping already processed folder: El Imperio Romano(visible, country, mutual elements, Non-English European, Spanish)
Skipping already processed folder: Россия(visible, country, mutual elements, Non-English European, Russian)
Skipping already processed folder: Ameirica(invisible, country, mutual elements, USAEnglish, English)
Skipping already processed folder: Canada(invisible, country, mutual elements, USAEnglish, English)
Skipping already processed folder: Korea(invisible, country, mutual elements, East Asia, English)
Skipping already processed folder: Япония(invisible, country, metaphor, East Asia, Russian)
Skipping already processed folder: Italy(invisible, country, mutual elements, Non-English European, English)
Skipping already processed folder: Netherlands(invisible, country, mutual elements, Non-English European, English)
Skipping already processed folder: Los Angeles(invisible, city, mutual elements, USAEnglish, English)
Skipping already processed folder: New York(invisible, city, mutual elements, NA, English)
Skipping already processed folder: Beijing(invisible, city, metaphor, East Asia, English)
Skipping already processed folder: Paris(invisible, city, mutual elements, Non-English European, English)
Skipping already processed folder: Singapore(invisible, city, mutual elements, NA, English)
Skipping already processed folder: Egypt(invisible, country, metaphor, other, English)
Skipping already processed folder: Urban Transportation(invisible, city, mutual elements, NA, English)
Skipping already processed folder: Urban Landmarks(invisible, city, mutual elements, NA, English)
Skipping already processed folder: City Nightlife(invisible, city, mutual elements, NA, English)
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/djt/internlm-xcomposer2d5-7b_multi_results.json
