Successfully processed folder: talking ability(invisible, ability, mutual elements, NA, English), testid: 0
Skipping already processed folder: Canovaccio(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: avere culo(invisible, phenomenon, mutual elements, Non-English European, Italian)
Skipping already processed folder: Mateship(invisible, culture, metaphor, other, English)
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/kjx/internlm-xcomposer2d5-7b_multi_results.json
Skipping already processed folder: talking ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: running ability(visible, ability, mutual elements, NA, English)
Skipping already processed folder: jumping ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Painting ability(invisible, ability, relation, NA, English)
Skipping already processed folder: brightness and power(visible, ability, relation, NA, English)
Skipping already processed folder: swimming ability(visible, ability, mutual elements, NA, English)
Skipping already processed folder: cooking ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: smelling ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: writing ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: vision(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Physical Prowess(visible, ability, relation, NA, English)
Skipping already processed folder: Mental Acuity(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Leadership(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: physical prowess and control(visible, ability, mutual elements, NA, English)
Skipping already processed folder: balance ability(visible, ability, mutual elements, NA, English)
Skipping already processed folder: growth ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: management ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Communication Skills(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: decision-making ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: teamwork ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: executive force(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: eyesight(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: opportunity and ability(invisible, ability, relation, NA, English)
Skipping already processed folder: Curiosity(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: ability to grow(invisible, ability, relation, NA, English)
Skipping already processed folder: Potential to perform(invisible, ability, metaphor, NA, English)
Skipping already processed folder: message passing(visible, ability, mutual elements, NA, English)
Skipping already processed folder: Cryptography(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Artificial Intelligence(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: repeat function(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: the range of capacity(visible, ability, mutual elements, NA, English)
Skipping already processed folder: EasilyBroken(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Sun dog(invisible, phenomenon, mutual elements, NA, English)
Skipping already processed folder: Earthquake(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Migration(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Light pillar(invisible, phenomenon, relation, NA, English)
Error processing image 3_burning book.jpg in folder Cancel Culture(invisible, phenomenon, mutual elements, NA, English): cannot identify image file '/U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/kjx/images/Cancel Culture(invisible, phenomenon, mutual elements, NA, English)/3_burning book.jpg'
Not enough valid images for processing.
Skipping already processed folder: Viral Trend(invisible, phenomenon, mutual elements, NA, English)
Skipping already processed folder: reinforce opinions(invisible, phenomenon, mutual elements, NA, English)
Skipping already processed folder: Influencer Marketing(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Greenhouse effect(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Magna Carta(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Prayer(invisible, phenomenon, metaphor, NA, English)
Skipping already processed folder: Stille Wasser sind tief(invisible, phenomenon, metaphor, Non-English European, German)
Skipping already processed folder: Der Apfel fällt nicht weit vom Stamm(invisible, phenomenon, metaphor, Non-English European, German)
Skipping already processed folder: Man lernt nie aus(invisible, ability, metaphor, Non-English European, German)
Skipping already processed folder: Übung macht den Meister.(invisible, ability, metaphor, Non-English European, German)
Skipping already processed folder: Was Hänschen nicht lernt, lernt Hans nimmermehr(invisible, ability, metaphor, Non-English European, German)
Skipping already processed folder: Die Welt ist meine Vorstellung(invisible, culture, metaphor, Non-English European, German)
Skipping already processed folder: Wer nicht wagt, der nicht gewinnt(invisible, culture, metaphor, Non-English European, German)
Skipping already processed folder: Kaffee und Kuchen(invisible, phenomenon, mutual elements, Non-English European, German)
Skipping already processed folder: Fachwerkhäuser(invisible, culture, mutual elements, Non-English European, German)
Skipping already processed folder: Rotkäppchen und der Wolf(invisible, culture, mutual elements, Non-English European, German)
Skipping already processed folder: Chi dorme non piglia pesci(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Cucina(visible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Architettura barocca(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Lasciate ogne speranza, voi ch'intrate.(invisible, culture, metaphor, Non-English European, Italian)
Skipping already processed folder: L’abito non fa il monaco(invisible, culture, metaphor, Non-English European, Italian)
Skipping already processed folder: E il naufragar m'è dolce in questo mare.(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Non dire gatto se non ce l'hai nel sacco(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Moda italiana(invisible, phenomenon, mutual elements, Non-English European, Italian)
Skipping already processed folder: Canovaccio(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: avere culo(invisible, phenomenon, mutual elements, Non-English European, Italian)
Skipping already processed folder: Mateship(invisible, culture, metaphor, other, English)
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/kjx/internlm-xcomposer2d5-7b_multi_results.json
Skipping already processed folder: talking ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: running ability(visible, ability, mutual elements, NA, English)
Skipping already processed folder: jumping ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Painting ability(invisible, ability, relation, NA, English)
Skipping already processed folder: brightness and power(visible, ability, relation, NA, English)
Skipping already processed folder: swimming ability(visible, ability, mutual elements, NA, English)
Skipping already processed folder: cooking ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: smelling ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: writing ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: vision(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Physical Prowess(visible, ability, relation, NA, English)
Skipping already processed folder: Mental Acuity(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Leadership(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: physical prowess and control(visible, ability, mutual elements, NA, English)
Skipping already processed folder: balance ability(visible, ability, mutual elements, NA, English)
Skipping already processed folder: growth ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: management ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Communication Skills(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: decision-making ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: teamwork ability(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: executive force(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: eyesight(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: opportunity and ability(invisible, ability, relation, NA, English)
Skipping already processed folder: Curiosity(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: ability to grow(invisible, ability, relation, NA, English)
Skipping already processed folder: Potential to perform(invisible, ability, metaphor, NA, English)
Skipping already processed folder: message passing(visible, ability, mutual elements, NA, English)
Skipping already processed folder: Cryptography(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Artificial Intelligence(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: repeat function(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: the range of capacity(visible, ability, mutual elements, NA, English)
Skipping already processed folder: EasilyBroken(invisible, ability, mutual elements, NA, English)
Skipping already processed folder: Sun dog(invisible, phenomenon, mutual elements, NA, English)
Skipping already processed folder: Earthquake(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Migration(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Light pillar(invisible, phenomenon, relation, NA, English)
Error processing image 3_burning book.jpg in folder Cancel Culture(invisible, phenomenon, mutual elements, NA, English): cannot identify image file '/U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/kjx/images/Cancel Culture(invisible, phenomenon, mutual elements, NA, English)/3_burning book.jpg'
Not enough valid images for processing.
Skipping already processed folder: Viral Trend(invisible, phenomenon, mutual elements, NA, English)
Skipping already processed folder: reinforce opinions(invisible, phenomenon, mutual elements, NA, English)
Skipping already processed folder: Influencer Marketing(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Greenhouse effect(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Magna Carta(invisible, phenomenon, relation, NA, English)
Skipping already processed folder: Prayer(invisible, phenomenon, metaphor, NA, English)
Skipping already processed folder: Stille Wasser sind tief(invisible, phenomenon, metaphor, Non-English European, German)
Skipping already processed folder: Der Apfel fällt nicht weit vom Stamm(invisible, phenomenon, metaphor, Non-English European, German)
Skipping already processed folder: Man lernt nie aus(invisible, ability, metaphor, Non-English European, German)
Skipping already processed folder: Übung macht den Meister.(invisible, ability, metaphor, Non-English European, German)
Skipping already processed folder: Was Hänschen nicht lernt, lernt Hans nimmermehr(invisible, ability, metaphor, Non-English European, German)
Skipping already processed folder: Die Welt ist meine Vorstellung(invisible, culture, metaphor, Non-English European, German)
Skipping already processed folder: Wer nicht wagt, der nicht gewinnt(invisible, culture, metaphor, Non-English European, German)
Skipping already processed folder: Kaffee und Kuchen(invisible, phenomenon, mutual elements, Non-English European, German)
Skipping already processed folder: Fachwerkhäuser(invisible, culture, mutual elements, Non-English European, German)
Skipping already processed folder: Rotkäppchen und der Wolf(invisible, culture, mutual elements, Non-English European, German)
Skipping already processed folder: Chi dorme non piglia pesci(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Cucina(visible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Architettura barocca(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Lasciate ogne speranza, voi ch'intrate.(invisible, culture, metaphor, Non-English European, Italian)
Skipping already processed folder: L’abito non fa il monaco(invisible, culture, metaphor, Non-English European, Italian)
Skipping already processed folder: E il naufragar m'è dolce in questo mare.(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Non dire gatto se non ce l'hai nel sacco(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: Moda italiana(invisible, phenomenon, mutual elements, Non-English European, Italian)
Skipping already processed folder: Canovaccio(invisible, culture, mutual elements, Non-English European, Italian)
Skipping already processed folder: avere culo(invisible, phenomenon, mutual elements, Non-English European, Italian)
Skipping already processed folder: Mateship(invisible, culture, metaphor, other, English)
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/kjx/internlm-xcomposer2d5-7b_multi_results.json
