Successfully processed folder: sleigh(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: collar(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: collar(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: collar(invisible, stuff, mutual elements, NA, English), testid: 5
Successfully processed folder: gully(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: gully(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: gully(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: gully(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: gully(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: gully(invisible, stuff, mutual elements, NA, English), testid: 5
Successfully processed folder: crib(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: crib(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: crib(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: crib(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: crib(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: crib(invisible, stuff, mutual elements, NA, English), testid: 5
Successfully processed folder: pliers(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: pliers(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: pliers(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: pliers(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: pliers(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: pliers(invisible, stuff, mutual elements, NA, English), testid: 5
Successfully processed folder: railtrack(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: railtrack(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: railtrack(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: railtrack(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: railtrack(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: railtrack(invisible, stuff, mutual elements, NA, English), testid: 5
Skipping already processed folder: fairy(invisible, myth, mutual elements, NA, English)
Successfully processed folder: spade(invisible, culture, mutual elements, NA, English), testid: 0
Successfully processed folder: spade(invisible, culture, mutual elements, NA, English), testid: 1
Successfully processed folder: spade(invisible, culture, mutual elements, NA, English), testid: 2
Successfully processed folder: spade(invisible, culture, mutual elements, NA, English), testid: 3
Successfully processed folder: spade(invisible, culture, mutual elements, NA, English), testid: 4
Successfully processed folder: spade(invisible, culture, mutual elements, NA, English), testid: 5
Successfully processed folder: divingboard(invisible, sports, mutual elements, NA, English), testid: 0
Successfully processed folder: divingboard(invisible, sports, mutual elements, NA, English), testid: 1
Successfully processed folder: divingboard(invisible, sports, mutual elements, NA, English), testid: 2
Successfully processed folder: divingboard(invisible, sports, mutual elements, NA, English), testid: 3
Successfully processed folder: divingboard(invisible, sports, mutual elements, NA, English), testid: 4
Successfully processed folder: divingboard(invisible, sports, mutual elements, NA, English), testid: 5
Successfully processed folder: pan(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: pan(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: pan(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: pan(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: pan(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: pan(invisible, stuff, mutual elements, NA, English), testid: 5
Successfully processed folder: horseshoe(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: horseshoe(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: horseshoe(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: horseshoe(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: horseshoe(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: horseshoe(invisible, stuff, mutual elements, NA, English), testid: 5
Successfully processed folder: blowfish(invisible, animal, mutual elements, NA, English), testid: 0
Successfully processed folder: blowfish(invisible, animal, mutual elements, NA, English), testid: 1
Successfully processed folder: blowfish(invisible, animal, mutual elements, NA, English), testid: 2
Successfully processed folder: blowfish(invisible, animal, mutual elements, NA, English), testid: 3
Successfully processed folder: blowfish(invisible, animal, mutual elements, NA, English), testid: 4
Successfully processed folder: blowfish(invisible, animal, mutual elements, NA, English), testid: 5
Successfully processed folder: snail(invisible, animal, mutual elements, NA, English), testid: 0
Successfully processed folder: snail(invisible, animal, mutual elements, NA, English), testid: 1
Successfully processed folder: snail(invisible, animal, mutual elements, NA, English), testid: 2
Successfully processed folder: snail(invisible, animal, mutual elements, NA, English), testid: 3
Successfully processed folder: snail(invisible, animal, mutual elements, NA, English), testid: 4
Successfully processed folder: snail(invisible, animal, mutual elements, NA, English), testid: 5
Successfully processed folder: TV(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: TV(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: TV(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: TV(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: TV(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: TV(invisible, stuff, mutual elements, NA, English), testid: 5
Successfully processed folder: puzzle(invisible, art, mutual elements, NA, English), testid: 0
Successfully processed folder: puzzle(invisible, art, mutual elements, NA, English), testid: 1
Successfully processed folder: puzzle(invisible, art, mutual elements, NA, English), testid: 2
Successfully processed folder: puzzle(invisible, art, mutual elements, NA, English), testid: 3
Successfully processed folder: puzzle(invisible, art, mutual elements, NA, English), testid: 4
Successfully processed folder: puzzle(invisible, art, mutual elements, NA, English), testid: 5
Successfully processed folder: rubberball(invisible, sports, mutual elements, NA, English), testid: 0
Successfully processed folder: rubberball(invisible, sports, mutual elements, NA, English), testid: 1
Successfully processed folder: rubberball(invisible, sports, mutual elements, NA, English), testid: 2
Successfully processed folder: rubberball(invisible, sports, mutual elements, NA, English), testid: 3
Successfully processed folder: rubberball(invisible, sports, mutual elements, NA, English), testid: 4
Successfully processed folder: rubberball(invisible, sports, mutual elements, NA, English), testid: 5
Successfully processed folder: honeycomb(invisible, animal, mutual elements, NA, English), testid: 0
Successfully processed folder: honeycomb(invisible, animal, mutual elements, NA, English), testid: 1
Successfully processed folder: honeycomb(invisible, animal, mutual elements, NA, English), testid: 2
Successfully processed folder: honeycomb(invisible, animal, mutual elements, NA, English), testid: 3
Successfully processed folder: honeycomb(invisible, animal, mutual elements, NA, English), testid: 4
Successfully processed folder: honeycomb(invisible, animal, mutual elements, NA, English), testid: 5
Successfully processed folder: croissant(invisible, food, mutual elements, NA, English), testid: 0
Successfully processed folder: croissant(invisible, food, mutual elements, NA, English), testid: 1
Successfully processed folder: croissant(invisible, food, mutual elements, NA, English), testid: 2
Successfully processed folder: croissant(invisible, food, mutual elements, NA, English), testid: 3
Successfully processed folder: croissant(invisible, food, mutual elements, NA, English), testid: 4
Successfully processed folder: croissant(invisible, food, mutual elements, NA, English), testid: 5
Skipping already processed folder: octopus(invisible, animal, mutual elements, NA, English)
Successfully processed folder: accordion(invisible, music, mutual elements, NA, English), testid: 0
Successfully processed folder: accordion(invisible, music, mutual elements, NA, English), testid: 1
Successfully processed folder: accordion(invisible, music, mutual elements, NA, English), testid: 2
Successfully processed folder: accordion(invisible, music, mutual elements, NA, English), testid: 3
Successfully processed folder: accordion(invisible, music, mutual elements, NA, English), testid: 4
Successfully processed folder: accordion(invisible, music, mutual elements, NA, English), testid: 5
Successfully processed folder: banknote(invisible, business, mutual elements, NA, English), testid: 0
Successfully processed folder: banknote(invisible, business, mutual elements, NA, English), testid: 1
Successfully processed folder: banknote(invisible, business, mutual elements, NA, English), testid: 2
Successfully processed folder: banknote(invisible, business, mutual elements, NA, English), testid: 3
Successfully processed folder: banknote(invisible, business, mutual elements, NA, English), testid: 4
Successfully processed folder: banknote(invisible, business, mutual elements, NA, English), testid: 5
Skipping already processed folder: lightbulb(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: drumsticks(invisible, music, mutual elements, NA, English)
Successfully processed folder: nun(invisible, cartoon or game, mutual elements, NA, English), testid: 0
Successfully processed folder: nun(invisible, cartoon or game, mutual elements, NA, English), testid: 1
Successfully processed folder: nun(invisible, cartoon or game, mutual elements, NA, English), testid: 2
Successfully processed folder: nun(invisible, cartoon or game, mutual elements, NA, English), testid: 3
Successfully processed folder: nun(invisible, cartoon or game, mutual elements, NA, English), testid: 4
Successfully processed folder: nun(invisible, cartoon or game, mutual elements, NA, English), testid: 5
Skipping already processed folder: fan(invisible, stuff, mutual elements, NA, English)
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/li-rat/internlm-xcomposer2d5-7b_multi_results.json
Skipping already processed folder: sleigh(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: lock(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: vampire(invisible, myth, mutual elements, NA, English)
Skipping already processed folder: trophy(invisible, sports, mutual elements, NA, English)
Skipping already processed folder: popcorn(invisible, food, mutual elements, NA, English)
Skipping already processed folder: christmasbauble(invisible, culture, mutual elements, NA, English)
Skipping already processed folder: banana(invisible, cartoon or game, mutual elements, NA, English)
Skipping already processed folder: coconut(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: bottle(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: butterfly(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: lobster(invisible, food, mutual elements, NA, English)
Skipping already processed folder: antlers(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: rainbow(invisible, phenomenon, mutual elements, NA, English)
Skipping already processed folder: atomicbomb(invisible, history, mutual elements, NA, English)
Skipping already processed folder: surfboard(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: mascara(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: ship(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: rocket(invisible, STEM, mutual elements, NA, English)
Skipping already processed folder: toilet(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: sphinx(invisible, myth, mutual elements, NA, English)
Skipping already processed folder: starfish(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: slide(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: chalk(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: hourglass(invisible, time, mutual elements, NA, English)
Skipping already processed folder: cow(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: triangle(invisible, music, mutual elements, NA, English)
Skipping already processed folder: watermill(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: phonograph(invisible, music, mutual elements, NA, English)
Skipping already processed folder: scar(invisible, sports, mutual elements, NA, English)
Skipping already processed folder: battery(invisible, STEM, mutual elements, NA, English)
Skipping already processed folder: CD(invisible, music, mutual elements, NA, English)
Skipping already processed folder: fireextinguisher(invisible, STEM, mutual elements, NA, English)
Skipping already processed folder: elephant(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: hat(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: moon(invisible, sports, mutual elements, NA, English)
Skipping already processed folder: balloons(invisible, food, mutual elements, NA, English)
Skipping already processed folder: hairdryer(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: glasses(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: calculator(invisible, STEM, mutual elements, NA, English)
Skipping already processed folder: brush(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: microphone(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: baseballcap(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: helicopter(invisible, STEM, mutual elements, NA, English)
Skipping already processed folder: filmreel(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: collar(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: gully(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: crib(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: pliers(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: railtrack(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: fairy(invisible, myth, mutual elements, NA, English)
Skipping already processed folder: spade(invisible, culture, mutual elements, NA, English)
Skipping already processed folder: divingboard(invisible, sports, mutual elements, NA, English)
Skipping already processed folder: pan(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: horseshoe(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: blowfish(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: snail(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: TV(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: puzzle(invisible, art, mutual elements, NA, English)
Skipping already processed folder: rubberball(invisible, sports, mutual elements, NA, English)
Skipping already processed folder: honeycomb(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: croissant(invisible, food, mutual elements, NA, English)
Skipping already processed folder: octopus(invisible, animal, mutual elements, NA, English)
Skipping already processed folder: accordion(invisible, music, mutual elements, NA, English)
Skipping already processed folder: banknote(invisible, business, mutual elements, NA, English)
Skipping already processed folder: lightbulb(invisible, stuff, mutual elements, NA, English)
Skipping already processed folder: drumsticks(invisible, music, mutual elements, NA, English)
Skipping already processed folder: nun(invisible, cartoon or game, mutual elements, NA, English)
Successfully processed folder: fan(invisible, stuff, mutual elements, NA, English), testid: 0
Successfully processed folder: fan(invisible, stuff, mutual elements, NA, English), testid: 1
Successfully processed folder: fan(invisible, stuff, mutual elements, NA, English), testid: 2
Successfully processed folder: fan(invisible, stuff, mutual elements, NA, English), testid: 3
Successfully processed folder: fan(invisible, stuff, mutual elements, NA, English), testid: 4
Successfully processed folder: fan(invisible, stuff, mutual elements, NA, English), testid: 5
Results saved to /U_PZL2021KF0012/kejinxin/code/VLLM/InnovativeVolunteersHub/Multi_Images/li-rat/internlm-xcomposer2d5-7b_multi_results.json
